No.,OPVO Code,Subject Area,Program Name (EN),University (EN),Level,Status,Reg. Date,RK Citizens (KZT),Foreign Currency,Foreign Citizens (KZT/USD),English (EPVO),Price Data Year,RK (USD equiv.),Foreign (KZT equiv.)
6315,6B04204,"Business, Economics & Law",Law and Customs Affairs,Kazakh anerican free univ,Bachelor,Updated,12.06.2023,620000,KZT,620000,No,2025-2026,1378,620000
6316,8D04201,"Business, Economics & Law",Jurisprudence (PhD),Kazakh anerican free univ,Doctoral (PhD),Updated,11.07.2019,620000,KZT,620000,Yes,2025-2026,1378,620000
6317,7M04201,"Business, Economics & Law",Jurisprudence (2 years),ALMAU,Master,Updated,12.07.2019,2310000,KZT,2310000,No,2025-2026,5133,2310000
6318,6B04104,"Business, Economics & Law",Marketing,ALMAU,Bachelor,Updated,02.08.2019,3200000,KZT,3200000,Yes,2025-2026,7111,3200000
6319,6B06141,Information & Communication Technologies,Computer Engineering,Pavlodar Pedagogical University named after Alkey Margulan NPJSC,Bachelor,Updated,13.05.2025,784000,KZT,1008060,No,2026-2027,1742,1008060
6320,6B10116,Healthcare & Medicine,Medicine,Asfendiyarov Kazakh National Medical University NPJSC,Bachelor,Updated,01.09.2023,1900000,KZT,3000000,Yes,2025-2026,4222,3000000
6321,6B02201,Arts & Humanities,Oriental Studies,Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Bachelor,Updated,18.06.2021,950000,KZT,1100000,No,2025-2026,2111,1100000
6322,6B01513,Education,"Computer science, information and communication technologies and robotics",Non-profit joint-stock company «Arqalyq Pedagogical University named after Ybyrai Altynsarin,Bachelor,Updated,11.07.2019,625000,KZT,625000,No,2025-2026,1389,625000
6323,7M07201,Engineering & Technology,Automation and Digitalisation of Metallurgical Processes,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,25.07.2019,1650000,KZT,2199960,Yes,2025-2026,3667,2199960
6324,8D10101,Healthcare & Medicine,Public Health (PhD),Kazakhstan Medical University School of Public Health LLP,Doctoral (PhD),Updated,25.08.2019,1811300,KZT,2200000,Yes,2025-2026,4025,2200000
6325,8D01710,Education,Kazakh Language and Literature,Pavlodar Pedagogical University named after Alkey Margulan NPJSC,Doctoral (PhD),Updated,23.07.2019,,,,No,,,
6326,6B02202,Arts & Humanities,Religious Studies,Egyptian University of Islamic Culture Nur-Mubarak,Bachelor,Updated,19.08.2022,900000,KZT,900000,No,2025-2026,2000,900000
6327,7M01503,Education,Informatics,NJC «KazNWTTU,Master,Updated,25.08.2019,1200000,KZT,1200000,No,2025-2026,2667,1200000
6328,6B01511,Education,Geography-History,NJC «KazNWTTU,Bachelor,Updated,09.07.2019,1000000,KZT,1000000,No,2025-2026,2222,1000000
6329,6B01518,Education,Chemistry and Biology,"non-profit joint-stock company ""Shakarim University",Bachelor,Updated,02.07.2024,787500,KZT,787500,No,2025-2026,1750,787500
6330,6B07104,Engineering & Technology,Electronic and Electrical Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,21.06.2023,1222560,KZT,1869900,Yes,2025-2026,2717,1869900
6331,6B01514,Education,Informatics,"NLC ""Korkyt Ata KU",Bachelor,Updated,16.07.2024,591000,KZT,591000,No,2025-2026,1313,591000
6332,7M01506,Education,Geography,NJC «KazNWTTU,Master,Updated,29.08.2019,1200000,KZT,1200000,No,2025-2026,2667,1200000
6333,6B04201,"Business, Economics & Law",Jurisprudence,ALMAU,Bachelor,Updated,14.08.2019,2900000,KZT,2900000,Yes,2025-2026,6444,2900000
6334,8D03201,Social Sciences & Journalism,Journalism,"NLC ""International University of Tourism and Hospitality",Doctoral (PhD),Updated,09.07.2019,,,,No,,,
6335,8D04103,"Business, Economics & Law",Doctor of Business Administration,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,28.07.2025,2223600,KZT,2400000,Yes,2025-2026,4941,2400000
6336,7M03201,Social Sciences & Journalism,International Journalism (MAIJ),"KIMEP University"" Non-Profit Joint Stock Company",Master,Updated,13.08.2019,9913800,KZT,9913800,Yes,2025-2026,22031,9913800
6337,7M04107,"Business, Economics & Law",Master of Business Administration (by industry),Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,24.08.2019,1500000,KZT,1600000,Yes,2025-2026,3333,1600000
6338,7M05104,Natural Sciences & Mathematics,Biotechnology,Kazakh National Agrarian Research University NPJSC,Master,Updated,23.08.2019,,,,No,,,
6339,7M05401,Natural Sciences & Mathematics,Mathematics,"NLC ""International University of Tourism and Hospitality",Master,Updated,15.07.2019,,,,No,,,
6340,6B03201,Social Sciences & Journalism,Public Relations,ALMAU,Bachelor,Updated,02.10.2019,2600000,KZT,2600000,No,2025-2026,5778,2600000
6341,7M05102,Natural Sciences & Mathematics,Biotechnology,Kazakh National Agrarian Research University NPJSC,Master,Updated,16.08.2019,,,,No,,,
6342,6B04213,"Business, Economics & Law",Law and Technology (Legal Tech),International University Astana LLP,Bachelor,Updated,21.01.2022,1400000,KZT,1400000,No,2025-2026,3111,1400000
6343,7R01119,Healthcare & Medicine,"Nephrology (adult, pediatric)",Kazakhstan Medical University School of Public Health LLP,Residency,Updated,13.08.2021,1811300,KZT,2200000,No,2025-2026,4025,2200000
6344,7M04213,"Business, Economics & Law",Law,International University Astana LLP,Master,Updated,10.12.2019,950000,KZT,,Yes,2025-2026,2111,
6345,7M05304,Natural Sciences & Mathematics,Applied Seismology,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,23.08.2019,1200000,KZT,1600000,Yes,2025-2026,2667,1600000
6346,6B01518,Education,Chemistry and Biology,"non-profit joint-stock company ""Shakarim University",Bachelor,Updated,18.07.2025,787500,KZT,787500,No,2025-2026,1750,787500
6347,6B05301,Natural Sciences & Mathematics,Chemistry,NJC «KazNWTTU,Bachelor,Updated,30.07.2019,1000000,KZT,1000000,No,2025-2026,2222,1000000
6348,6B07301,Engineering & Technology,Cadastre,International Educational Corporation LLP,Bachelor,Updated,02.09.2019,1875000,KZT,1875000,No,2025-2026,4167,1875000
6349,6B07106,Engineering & Technology,Instrumentation Engineering,Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Bachelor,Updated,18.07.2025,1260000,KZT,1800000,No,2025-2026,2800,1800000
6350,6B05401,Natural Sciences & Mathematics,Mathematics,International Taraz university named after Sherkhan Murtaza,Bachelor,Updated,24.07.2019,550000,KZT,550000,No,2025-2026,1222,550000
6351,6B01101,Education,Pedagogy and Psychology,Almaty Humanitarian Economic University,Bachelor,Updated,02.08.2019,700000,KZT,700000,No,2025-2026,1556,700000
6352,6B01406,Education,Labour Training and Entrepreneurship Fundamentals (IP),International Taraz university named after Sherkhan Murtaza,Bachelor,Updated,31.05.2024,620000,KZT,620000,No,2025-2026,1378,620000
6353,7M04103,"Business, Economics & Law",Project Management,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,09.08.2019,1200000,KZT,1600000,Yes,2025-2026,2667,1600000
6354,6B06105,Information & Communication Technologies,Product Management,ALMAU,Bachelor,Included,29.06.2026,2900000,KZT,2900000,Yes,2025-2026,6444,2900000
6355,6B11303,"Services, Tourism & Transport",Logistics,ALMAU,Bachelor,Updated,09.07.2019,2900000,KZT,,No,2025-2026,6444,
6356,6B01519,Education,Geography and History,"non-profit joint-stock company ""Shakarim University",Bachelor,Updated,23.07.2025,787500,KZT,787500,No,2025-2026,1750,787500
6357,6B01702,Education,Russian Language and Literature,Kazakh anerican free univ,Bachelor,Updated,29.03.2024,620000,KZT,620000,Yes,2025-2026,1378,620000
6358,7M04105,"Business, Economics & Law",MBA in Mining and Metallurgical Complex,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,25.04.2025,1500000,KZT,1600000,Yes,2025-2026,3333,1600000
6359,6B05302,Natural Sciences & Mathematics,Physics,NJC «KazNWTTU,Bachelor,Updated,15.07.2019,1000000,KZT,1000000,No,2025-2026,2222,1000000
6360,6B11203,"Services, Tourism & Transport",Industrial Safety,Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Bachelor,Updated,12.07.2019,1260000,KZT,1800000,No,2025-2026,2800,1800000
6361,7M09101,Architecture & Urban Planning,Veterinary Medicine,Kazakh National Agrarian Research University NPJSC,Master,Updated,12.10.2019,,,,No,,,
6362,7M01103,Education,Management and Leadership in Education (IP),Almaty Humanitarian Economic University,Master,Updated,23.08.2022,850000,KZT,850000,No,2025-2026,1889,850000
6363,7M04211,"Business, Economics & Law",Law,ALMAU,Master,Updated,24.05.2020,2310000,KZT,,No,2025-2026,5133,
6364,6B04103,"Business, Economics & Law",Business Administration in Entrepreneurship,ALMAU,Bachelor,Updated,30.07.2019,3200000,KZT,3200000,No,2025-2026,7111,3200000
6365,7M04134,"Business, Economics & Law",Management,Kazakh University of Technology and Business named after K. Kulazhanov JSC,Master,Updated,13.08.2021,980000,KZT,980000,Yes,2025-2026,2178,980000
6366,7M01501,Education,Mathematics,NJC «KazNWTTU,Master,Updated,26.08.2019,1200000,KZT,1200000,Yes,2025-2026,2667,1200000
6367,6B05102,Natural Sciences & Mathematics,Biotechnology,Kazakh National Agrarian Research University NPJSC,Bachelor,Updated,05.09.2019,1000000,,,No,2025-2026,2222,
6368,6B01712,Education,Kazakh Language and Literature (IP),Pavlodar Pedagogical University named after Alkey Margulan NPJSC,Bachelor,Updated,23.05.2024,784000,KZT,1008060,Yes,2025-2026,1742,1008060
6369,7M04201,"Business, Economics & Law",Jurisprudence (2 years),ALMAU,Master,Updated,19.08.2019,2310000,KZT,2310000,No,2025-2026,5133,2310000
6370,7M05306,Natural Sciences & Mathematics,Technical Physics,"non-profit joint-stock company ""Shakarim University",Master,Updated,15.04.2025,750000,KZT,750000,Yes,2025-2026,1667,750000
6371,6B01710,Education,English Language (IP),Kokshetau University named after Sh. Ualikhanov NPJSC,Bachelor,Updated,29.03.2024,651900,,,Yes,2025-2026,1449,
6372,6B01121,Education,Psychology (IP),Kazakhstan Medical University School of Public Health LLP,Bachelor,Updated,06.05.2024,,,,No,,,
6373,6B07202,Engineering & Technology,Geology and Exploration of Mineral Deposits,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,22.07.2019,1166940,KZT,1785000,Yes,2025-2026,2593,1785000
6374,6B01222,Education,Preschool Education (IP),Kazakhstan Medical University School of Public Health LLP,Bachelor,Updated,12.06.2024,,,,No,,,
6375,6B01103,Education,Psychology (IP),Pavlodar Pedagogical University named after Alkey Margulan NPJSC,Bachelor,Updated,05.03.2024,784000,KZT,1008060,Yes,2025-2026,1742,1008060
6376,7M05302,Natural Sciences & Mathematics,Seismology,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,21.08.2019,1500000,KZT,2000000,Yes,2025-2026,3333,2000000
6377,7M01711,Education,Training of Foreign Language Teachers (Scientific and Pedagogical),Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Master,Updated,11.02.2020,1500000,KZT,1750000,Yes,2025-2026,3333,1750000
6378,6B01701,Education,Kazakh Language and Literature,Kazakh anerican free univ,Bachelor,Updated,09.07.2019,620000,KZT,620000,No,2025-2026,1378,620000
6379,6B01707,Education,Russian Language and Literature in Schools (IP),Kazakh anerican free univ,Bachelor,Included,08.07.2026,620000,KZT,620000,No,2025-2026,1378,620000
6380,6B01512,Education,Geography-Biology,NJC «KazNWTTU,Bachelor,Included,08.06.2026,1000000,KZT,1000000,No,2025-2026,2222,1000000
6381,6B01509,Education,Physics and computer science,Non-profit joint-stock company «Arqalyq Pedagogical University named after Ybyrai Altynsarin,Bachelor,Included,04.06.2026,625000,KZT,625000,No,2025-2026,1389,625000
6382,6B05449,Natural Sciences & Mathematics,Mathematics,Kazakhstan Medical University School of Public Health LLP,Bachelor,Updated,24.07.2019,,,,No,,,
6383,6B01522,Education,Chemistry IP,NJC «KazNWTTU,Bachelor,Updated,25.04.2024,1000000,KZT,1000000,Yes,2025-2026,2222,1000000
6384,7M04104,"Business, Economics & Law",Executive MBA,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,21.08.2019,1200000,KZT,1600000,Yes,2025-2026,2667,1600000
6385,7M04101,"Business, Economics & Law",Project Management,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,06.05.2025,1500000,KZT,1600000,Yes,2025-2026,3333,1600000
6386,6B07206,Engineering & Technology,Textile Nanotechnology,ATU,Bachelor,Updated,10.08.2021,920000,KZT,1009600,No,2025-2026,2044,1009600
6387,6B09103,Architecture & Urban Planning,Veterinary-Sanitary Safety and Food Technologies,Kazakh National Agrarian Research University NPJSC,Bachelor,Updated,15.06.2020,1000000,,,Yes,2025-2026,2222,
6388,7M01505,Education,Biology,NJC «KazNWTTU,Master,Updated,16.08.2019,1200000,KZT,1200000,No,2025-2026,2667,1200000
6389,7M01201,Education,Pre-school Education and Upbringing,NJC «KazNWTTU,Master,Updated,13.08.2019,1200000,KZT,1200000,No,2025-2026,2667,1200000
6390,6B01705,Education,Russian language and literature in schools with non-Russian language of instruction,Non-profit joint-stock company «Arqalyq Pedagogical University named after Ybyrai Altynsarin,Bachelor,Updated,27.08.2019,625000,KZT,625000,No,2025-2026,1389,625000
6391,7M01502,Education,Physics,NJC «KazNWTTU,Master,Updated,21.08.2019,1200000,KZT,1200000,No,2025-2026,2667,1200000
6392,6B08107,"Agriculture, Food & Veterinary",Agroecology,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,07.06.2024,1278060,KZT,1725381,No,2025-2026,2840,1725381
6393,6B08702,"Agriculture, Food & Veterinary",Hybrid Power Supply Systems for Agro-Industrial Facilities,Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Bachelor,Updated,04.07.2019,1260000,KZT,1800000,No,2025-2026,2800,1800000
6394,7M07132,Engineering & Technology,Electric Power Engineering,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,10.10.2024,1278060,KZT,1725381,No,2025-2026,2840,1725381
6395,7M11502,"Services, Tourism & Transport",Coaching (by Sport),ALMAU,Master,Included,26.05.2026,2310000,KZT,,No,2025-2026,5133,
6396,7M06101,Information & Communication Technologies,Software Engineering,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,26.10.2019,1725000,KZT,2300000,No,2025-2026,3833,2300000
6397,8D07202,Engineering & Technology,Petroleum Engineering,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,20.08.2019,2223600,KZT,2400000,Yes,2025-2026,4941,2400000
6398,6B01701,Education,Kazakh Language and Literature,Kazakh anerican free univ,Bachelor,Updated,30.09.2019,620000,KZT,620000,No,2025-2026,1378,620000
6399,6B10117,Healthcare & Medicine,Pediatrics,Asfendiyarov Kazakh National Medical University NPJSC,Bachelor,Updated,25.08.2023,1500000,KZT,3000000,Yes,2025-2026,3333,3000000
6400,6B09104,Architecture & Urban Planning,Veterinary Science,Kazakh National Agrarian Research University NPJSC,Bachelor,Updated,11.06.2024,1000000,,,No,2025-2026,2222,
6401,8D01501,Education,Physics,NJC «KazNWTTU,Doctoral (PhD),Updated,21.08.2019,2100000,KZT,2100000,No,2025-2026,4667,2100000
6402,6B01521,Education,Mathematics and Informatics,"non-profit joint-stock company ""Shakarim University",Bachelor,Updated,15.07.2025,787500,KZT,787500,No,2025-2026,1750,787500
6403,8D04202,"Business, Economics & Law",Theoretical Jurisprudence,"Non-profit join-stock company ""al-Farabi Kazakh National University",Doctoral (PhD),Updated,27.09.2019,2223600,KZT,2223600,Yes,2025-2026,4941,2223600
6404,7M07201,Engineering & Technology,Automation and Digitalisation of Metallurgical Processes,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,04.11.2019,1650000,KZT,2199960,Yes,2025-2026,3667,2199960
6405,7M01506,Education,Geography,NJC «KazNWTTU,Master,Updated,29.08.2019,1200000,KZT,1200000,No,2025-2026,2667,1200000
6406,6B07111,Engineering & Technology,Thermal Engineering,Kazakh National Agrarian Research University NPJSC,Bachelor,Updated,05.04.2024,1000000,,,Yes,2025-2026,2222,
6407,6B09104,Architecture & Urban Planning,Veterinary Science,Kazakh National Agrarian Research University NPJSC,Bachelor,Updated,10.08.2023,1000000,,,No,2025-2026,2222,
6408,6B07201,Engineering & Technology,Oil-and-Gas and Ore Geophysics,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,09.07.2019,1166940,KZT,1785000,Yes,2025-2026,2593,1785000
6409,7M04102,"Business, Economics & Law",Project Management (2 years),ALMAU,Master,Updated,08.10.2019,2310000,KZT,2310000,Yes,2025-2026,5133,2310000
6410,6B03202,Social Sciences & Journalism,Archival Science and Library-Information Activity,Kazakh anerican free univ,Bachelor,Updated,24.05.2024,620000,KZT,620000,No,2025-2026,1378,620000
6411,6B01412,Education,Physical Education and Sport (IP),Almaty Humanitarian Economic University,Bachelor,Updated,24.05.2025,700000,KZT,,No,2025-2026,1556,
6412,6B06108,Information & Communication Technologies,Digital Monitoring of Machines and Equipment,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Included,24.06.2026,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6413,6B11201,"Services, Tourism & Transport",Hygiene and Occupational Safety,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,12.07.2019,1004700,KZT,1887000,Yes,2025-2026,2233,1887000
6414,6B04112,"Business, Economics & Law",Public Finance,Turan,Bachelor,Included,29.06.2026,1500000,KZT,1500000,No,2025-2026,3333,1500000
6415,7M07102,Engineering & Technology,Thermal Power Engineering,Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Master,Updated,27.09.2019,1500000,KZT,3600000,No,2025-2026,3333,3600000
6416,7M01101,Education,Pedagogy and Psychology,Almaty Humanitarian Economic University,Master,Updated,19.09.2019,850000,KZT,850000,No,2025-2026,1889,850000
6417,6B10114,Healthcare & Medicine,Dentistry,Turan,Bachelor,Updated,24.11.2023,2300000,KZT,2300000,No,2025-2026,5111,2300000
6418,6В04119,"Business, Economics & Law",Financial Markets and Financial Institutions,UIB,Bachelor,Updated,20.10.2019,1899000,KZT,1899000,Yes,2025-2026,4220,1899000
6419,6B03101,Social Sciences & Journalism,International Relations,Kazakh anerican free univ,Bachelor,Updated,03.07.2019,620000,KZT,620000,No,2025-2026,1378,620000
6420,7M04131,"Business, Economics & Law",Urban Planning,ALMAU,Master,Updated,04.08.2023,2310000,KZT,2310000,No,2025-2026,5133,2310000
6421,6B01514,Education,Informatics,"NLC ""Korkyt Ata KU",Bachelor,Included,04.06.2026,591000,KZT,591000,No,2025-2026,1313,591000
6422,6B11201,"Services, Tourism & Transport",Hygiene and Occupational Safety,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,13.08.2019,1004700,KZT,1887000,Yes,2025-2026,2233,1887000
6423,6B07301,Engineering & Technology,Cadastre,International Educational Corporation LLP,Bachelor,Updated,18.07.2025,1875000,KZT,1875000,Yes,2025-2026,4167,1875000
6424,6B07301,Engineering & Technology,Cadastre,International Educational Corporation LLP,Bachelor,Updated,23.07.2019,1875000,KZT,1875000,No,2025-2026,4167,1875000
6425,7M04104,"Business, Economics & Law",Executive MBA,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,13.12.2019,1200000,KZT,1600000,Yes,2025-2026,2667,1600000
6426,6B07213,Engineering & Technology,Mineral Processing,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,19.07.2019,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6427,6B07302,Engineering & Technology,Civil Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,09.07.2019,1200000,KZT,1836000,Yes,2025-2026,2667,1836000
6428,8D08607,"Agriculture, Food & Veterinary",Land Reclamation and Irrigated Farming,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,09.10.2023,1278060,KZT,1725381,No,2025-2026,2840,1725381
6429,6B04110,"Business, Economics & Law",Creative Industries and Producing,International Educational Corporation LLP,Bachelor,Updated,01.10.2025,1250000,KZT,1250000,No,2025-2026,2778,1250000
6430,7M03101,Social Sciences & Journalism,International Relations,UIB,Master,Updated,19.06.2024,1899000,KZT,1899000,No,2025-2026,4220,1899000
6431,6B02123,Arts & Humanities,Industrial Design,International Educational Corporation LLP,Bachelor,Updated,09.07.2019,2000000,KZT,2000000,Yes,2025-2026,4444,2000000
6432,7M01404,Education,Training of Physical Culture and Sports Educators,Almaty Humanitarian Economic University,Master,Updated,21.01.2022,850000,KZT,850000,No,2025-2026,1889,850000
6433,6B01603,Education,History and Social Studies IP,NJC «KazNWTTU,Bachelor,Updated,21.07.2025,1000000,KZT,1000000,Yes,2025-2026,2222,1000000
6434,6В04120,"Business, Economics & Law",Corporate Finance,UIB,Bachelor,Updated,13.08.2019,1899000,KZT,1899000,Yes,2025-2026,4220,1899000
6435,6B06105,Information & Communication Technologies,Product Management,ALMAU,Bachelor,Updated,18.07.2022,2900000,KZT,2900000,Yes,2025-2026,6444,2900000
6436,6B01101,Education,Pedagogy and Psychology,Almaty Humanitarian Economic University,Bachelor,Updated,21.08.2019,700000,KZT,700000,No,2025-2026,1556,700000
6437,6B05303,Natural Sciences & Mathematics,Computer Physics,NJC «KazNWTTU,Bachelor,Updated,20.08.2019,1000000,KZT,1000000,No,2025-2026,2222,1000000
6438,6B04101,"Business, Economics & Law",Finance,Almaty Humanitarian Economic University,Bachelor,Updated,26.08.2019,700000,KZT,700000,No,2025-2026,1556,700000
6439,7M01112,Education,"Pedagogy and Psychology (Scientific & Pedagogical, 2 years)",Pavlodar Pedagogical University named after Alkey Margulan NPJSC,Master,Updated,27.09.2019,762000,KZT,800000,Yes,2025-2026,1693,800000
6440,7M11501,"Services, Tourism & Transport",Coaching (by Sport),ALMAU,Master,Included,26.05.2026,2310000,KZT,,No,2025-2026,5133,
6441,6B06104,Information & Communication Technologies,Data Science,ALMAU,Bachelor,Updated,17.06.2020,2900000,KZT,2900000,Yes,2025-2026,6444,2900000
6442,7M01510,Education,Informatics (1.5-year program),NJC «KazNWTTU,Master,Updated,04.05.2024,1200000,KZT,1200000,No,2025-2026,2667,1200000
6443,6B11310,"Services, Tourism & Transport",Digital Logistics,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,25.07.2022,905760,KZT,1700000,Yes,2025-2026,2013,1700000
6444,6B07133,Engineering & Technology,Assessment of Transport Infrastructure and Quality Management,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,02.06.2025,1166940,KZT,1700000,No,2025-2026,2593,1700000
6445,6B07108,Engineering & Technology,Transport Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,05.08.2019,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6446,6B07124,Engineering & Technology,"Technology of Production, Repair and Operation of Locomotives",Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,05.07.2022,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6447,6B06109,Information & Communication Technologies,Information Systems in Business,International Information Technology University JSC,Bachelor,Updated,17.10.2025,2400000,KZT,2400000,Yes,2025-2026,5333,2400000
6448,6B04103,"Business, Economics & Law",Business Administration in Entrepreneurship,ALMAU,Bachelor,Updated,08.08.2022,3200000,KZT,3200000,Yes,2025-2026,7111,3200000
6449,6B06107,Information & Communication Technologies,Financial Analytics,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,17.08.2023,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6450,6B07101,Engineering & Technology,Power Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,09.02.2020,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6451,6B07128,Engineering & Technology,Digital Energy,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,21.06.2023,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6452,6B07122,Engineering & Technology,Heat Power Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,19.08.2022,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6453,6B06108,Information & Communication Technologies,Digital Monitoring of Machines and Equipment,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,08.08.2024,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6454,6B07502,Engineering & Technology,"Standardization, Certification and Metrology (by industry)",Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,07.09.2022,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6455,6B07134,Engineering & Technology,"Automobiles, Track and Construction Machines",ALT,Bachelor,Updated,11.07.2025,950000,,,No,2025-2026,2111,
6456,6B07220,Engineering & Technology,Machines and Technologies for Processing New Materials,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,01.09.2022,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6457,6B07131,Engineering & Technology,Design and Technologies in Mechanical Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,28.04.2023,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6458,6B07129,Engineering & Technology,Nuclear Energy,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,30.05.2023,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6459,6B07311,Engineering & Technology,BIM Design and Construction Management,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,12.06.2023,1200000,KZT,1836000,Yes,2025-2026,2667,1836000
6460,6B07305,Engineering & Technology,Transport Construction,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,22.07.2021,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6461,6B07306,Engineering & Technology,Engineering Systems and Networks,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,08.10.2021,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6462,6B02102,Arts & Humanities,Design,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,29.10.2021,1004700,KZT,1837680,Yes,2025-2026,2233,1837680
6463,6B07307,Engineering & Technology,Architecture,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,03.10.2022,1004700,KZT,1914180,Yes,2025-2026,2233,1914180
6464,6B06106,Information & Communication Technologies,Fintech and Artificial Intelligence,ALMAU,Bachelor,Updated,19.09.2022,3200000,KZT,3200000,Yes,2025-2026,7111,3200000
6465,6B06301,Information & Communication Technologies,Information Security,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,10.06.2020,1278060,KZT,1954980,Yes,2025-2026,2840,1954980
6466,6B07113,Engineering & Technology,Robotics and Mechatronics,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,31.07.2019,1222560,KZT,1869900,Yes,2025-2026,2717,1869900
6467,6B07114,Engineering & Technology,Biomedical Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,08.10.2021,1222560,KZT,1869900,Yes,2025-2026,2717,1869900
6468,6B07121,Engineering & Technology,Space Engineering and Technologies,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,26.07.2022,1222560,KZT,1869900,No,2025-2026,2717,1869900
6469,6B08303,"Agriculture, Food & Veterinary",Forestry with Woodworking Fundamentals,Kazakh National Agrarian Research University NPJSC,Bachelor,Updated,18.08.2021,1000000,,,No,2025-2026,2222,
6470,6B07112,Engineering & Technology,Electronic and Electrical Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,31.07.2019,1222560,KZT,1869900,Yes,2025-2026,2717,1869900
6471,6B07103,Engineering & Technology,Automation and Robotics,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,05.08.2019,1222560,KZT,1869900,Yes,2025-2026,2717,1869900
6472,6B07216,Engineering & Technology,Technology of Production and Processing of Polymers,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,22.09.2022,1166940,KZT,1785000,Yes,2025-2026,2593,1785000
